103	 -4.99172, 0, 0	 5.00827, 0, 0
104	 -4.99172, 0, 0	 5.00827, 0, 0
105	 -4.99172, 0, 0	 5.00827, 0, 0
106	 -4.99172, 0, 0	 5.00827, 0, 0
107	 -4.99172, 0, 0	 5.00827, 0, 0
108	 -4.99172, 0, 0	 5.00827, 0, 0
109	 -4.99172, 0, 0	 5.00827, 0, 0
110	 -4.99172, 0, 0	 5.00827, 0, 0
111	 -4.99172, 0, 0	 5.00827, 0, 0
112	 -4.99172, 0, 0	 5.00827, 0, 0
113	 -4.99172, 0, 0	 5.00827, 0, 0
114	 -4.99172, 0, 0	 5.00827, 0, 0
115	 -4.99172, 0, 0	 5.00827, 0, 0
116	 -4.99172, 0, 0	 5.00827, 0, 0
117	 -4.99172, 0, 0	 5.00827, 0, 0
118	 -4.99172, 0, 0	 5.00827, 0, 0
119	 -4.99172, 0, 0	 5.00827, 0, 0
120	 -4.99172, 0, 0	 5.00827, 0, 0
121	 -4.99172, 0, 0	 5.00827, 0, 0
122	 -4.99172, 0, 0	 5.00827, 0, 0
123	 -4.99172, 0, 0	 5.00827, 0, 0
124	 -4.99172, 0, 0	 5.00827, 0, 0
125	 -4.99172, 0, 0	 5.00827, 0, 0
126	 -4.99172, 0, 0	 5.00827, 0, 0
127	 -4.99172, 0, 0	 5.00827, 0, 0
128	 -4.99172, 0, 0	 5.00827, 0, 0
129	 -4.99172, 0, 0	 5.00827, 0, 0
130	 -4.99172, 0, 0	 5.00827, 0, 0
131	 -4.99172, 0, 0	 5.00827, 0, 0
132	 -4.99172, 0, 0	 5.00827, 0, 0
133	 -4.99172, 0, 0	 5.00827, 0, 0
134	 -4.99172, 0, 0	 5.00827, 0, 0
135	 -4.99172, 0, 0	 5.00827, 0, 0
136	 -4.99172, 0, 0	 5.00827, 0, 0
137	 -4.99172, 0, 0	 5.00827, 0, 0
138	 -4.99172, 0, 0	 5.00827, 0, 0
139	 -4.99172, 0, 0	 5.00827, 0, 0
